unique_name,sample,date,plantsp,bee,species,choice,plant,treatment,trytolegit,robbed,timetorob,timefeeding,flower#,notes,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,4.82,6.35,3,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,11.61,13.58,4,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,12.92,45.35,5,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,3.45,39.81,6,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,6.83,1.83,7,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,yes,yes,5.77,1.41,8,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,1,1.78,9,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,6.8,0.67,10,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,yes,yes,9.45,1.88,12,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,7.16,22.14,13,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,3.8,1.42,14,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,7.26,2.82,15,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,1.78,7.22,16,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,2.41,2.25,17,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,yes,yes,2.78,3.9,18,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,4.57,9.38,19,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,3.05,4.69,20,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,4.66,5.15,21,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,8.26,1.68,22,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,0.77,2.27,23,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,yes,no,na,na,na,5min47secondstryingtolegit,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,yes,no,na,na,11,,,
Aug-04_corydalis_4_flavifrons,CORYFLAV025,Aug-04,corydalis,4,flavifrons,yes,2,mreu,no,yes,1.9,18.51,1,,,
Aug-04_corydalis_4_flavifrons,CORYFLAV025,Aug-04,corydalis,4,flavifrons,yes,2,mreu,no,yes,4.71,7.96,2,,,
Aug-04_corydalis_4_flavifrons,CORYFLAV025,Aug-04,corydalis,4,flavifrons,yes,2,mreu,no,yes,0,16.46,3,,,
Aug-04_corydalis_4_flavifrons,CORYFLAV025,Aug-04,corydalis,4,flavifrons,yes,2,mreu,no,yes,2.36,1.85,4,,,
Aug-04_corydalis_4_flavifrons,CORYFLAV025,Aug-04,corydalis,4,flavifrons,yes,2,mreu,no,yes,3.51,9.34,5,,,
Aug-04_corydalis_4_flavifrons,CORYFLAV025,Aug-04,corydalis,4,flavifrons,yes,2,mreu,no,yes,14.32,1.29,6,,,
Aug-04_corydalis_4_flavifrons,CORYFLAV025,Aug-04,corydalis,4,flavifrons,yes,2,mreu,no,yes,9.21,20.78,7,,,
Aug-04_corydalis_4_flavifrons,CORYFLAV025,Aug-04,corydalis,4,flavifrons,yes,2,mreu,no,yes,12.3,1.28,8,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,2,mreu,no,yes,1.88,8.46,1,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,2,mreu,no,yes,3.94,18.39,2,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,2,mreu,no,yes,0.71,5.2,3,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,2,mreu,no,yes,5.37,12.29,4,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,2,mreu,no,yes,5.48,0.77,5,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,2,mreu,no,yes,1.54,1.44,6,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,4,mreu,no,yes,1.48,11.77,7,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,4,mreu,no,yes,1.45,8.76,8,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,4,mreu,no,yes,2.17,9.34,9,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,4,mreu,no,yes,1.42,0.73,10,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,4,mreu,no,yes,3.21,3.25,11,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,4,mreu,no,yes,2.07,2.45,12,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,4,mreu,no,yes,1.09,7.79,13,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,2,mreu,no,yes,3.93,4.51,14,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,2,mreu,no,yes,3.38,0.83,15,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,2,mreu,no,yes,3.33,1.31,16,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,1,mreu,no,yes,1.14,1.81,17,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,1,mreu,no,yes,0.67,0.66,18,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,1,mreu,no,yes,1.01,9.45,19,,,
Aug-04_corydalis_5_flavifrons,CORYFLAV026,Aug-04,corydalis,5,flavifrons,yes,4,mreu,no,yes,1.66,1.65,20,,,
Aug-04_corydalis_6_flavifrons,CORYFLAV027,Aug-04,corydalis,6,flavifrons,yes,4,mreu,no,yes,1.96,13.86,1,,,
Aug-04_corydalis_6_flavifrons,CORYFLAV027,Aug-04,corydalis,6,flavifrons,yes,4,mreu,no,yes,3.74,27.64,2,spentmorethan60secondscrawlingonplant,,
Aug-04_corydalis_6_flavifrons,CORYFLAV027,Aug-04,corydalis,6,flavifrons,yes,4,mreu,no,yes,2.53,0.71,3,50secondsgrooming,,
Aug-04_corydalis_6_flavifrons,CORYFLAV027,Aug-04,corydalis,6,flavifrons,yes,4,mreu,no,yes,0.75,1.34,4,,,
Aug-04_corydalis_6_flavifrons,CORYFLAV027,Aug-04,corydalis,6,flavifrons,yes,4,mreu,no,yes,0.94,11.7,5,,,
Aug-04_corydalis_6_flavifrons,CORYFLAV027,Aug-04,corydalis,6,flavifrons,yes,4,mreu,no,yes,1.2,3.74,6,,,
Aug-04_corydalis_6_flavifrons,CORYFLAV027,Aug-04,corydalis,6,flavifrons,yes,4,mreu,no,yes,2.1,1.85,7,,,
Aug-04_corydalis_6_flavifrons,CORYFLAV027,Aug-04,corydalis,6,flavifrons,yes,4,mreu,no,yes,3.19,0.95,8,,,
Aug-04_corydalis_6_flavifrons,CORYFLAV027,Aug-04,corydalis,6,flavifrons,yes,4,mreu,no,yes,1.35,9.48,9,,,
Aug-04_corydalis_7_bifarius,CORYBIF020,Aug-04,corydalis,7,bifarius,no,na,na,na,na,na,na,na,,,
Aug-04_corydalis_8_bifarius,CORYBIF021,Aug-04,corydalis,8,bifarius,no,na,na,na,na,na,na,na,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,yes,yes,23.42,16.5,1,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,11.99,3.08,2,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,7.62,13.84,3,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,1.36,15.64,4,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,1.8,20.05,5,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,1.37,9.71,6,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,1.32,2.49,7,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,0.89,1.54,8,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,5.64,8.43,9,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,13,1,10,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,1.34,5.99,11,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,yes,yes,3.88,2.26,12,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,4.71,1.24,13,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,8.28,0.69,14,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,4,mreu,no,yes,1.72,4.35,15,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,2,mreu,no,yes,7.2,7.69,16,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,2,mreu,no,yes,8.98,8.25,17,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,2,mreu,no,yes,1.66,1.56,18,,,
Aug-04_corydalis_9_bifarius,CORYBIF022,Aug-04,corydalis,9,bifarius,yes,2,mreu,no,yes,16.95,1.57,19,,,
Aug-04_corydalis_10_bifarius,CORYBIF023,Aug-04,corydalis,10,bifarius,yes,5,control,no,no,na,na,na,cantfindhole,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,9.66,27.63,1,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,5.89,18.26,2,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,5.94,19.65,3,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,10.63,4.71,4,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,5.69,9.37,5,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,6.4,12.64,6,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,5.53,0.97,7,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,1.17,2.04,8,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,2.31,1.27,9,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,6.31,0.81,10,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,1.44,10.62,11,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,1,mreu,no,yes,8.84,2.15,12,,,
Aug-04_corydalis_11_bifarius,CORYBIF024,Aug-04,corydalis,11,bifarius,yes,2,mreu,no,yes,1.62,2.13,13,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,1.32,27,1,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,0.86,19.25,2,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,4.61,10.17,3,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,2.28,16.18,4,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,1.71,4.15,5,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,3.15,1.21,6,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,0.7,0.8,7,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,1.11,0.81,8,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,0.95,18.9,9,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,0.63,1.03,10,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,1.17,1.74,11,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,4,mreu,no,yes,1.64,0.55,12,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,1,mreu,no,yes,6.03,0.83,13,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,1,mreu,no,yes,1.26,0.75,14,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,1,mreu,no,yes,0.96,0.9,15,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,1,mreu,no,yes,1.21,1.82,16,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,2,mreu,no,yes,2.22,21.52,17,,,
Aug-04_corydalis_12_flavifrons,CORYFLAV028,Aug-04,corydalis,12,flavifrons,yes,2,mreu,no,yes,1.42,2.42,18,,,
Aug-03_corydalis_1_bifarius,CORYBIF013,Aug-03,corydalis,1,bifarius,no,na,na,na,na,na,na,na,,,
Aug-03_corydalis_2_flavifrons,CORYFLAV019,Aug-03,corydalis,2,flavifrons,no,na,na,na,na,na,na,na,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,4,control,no,yes,1.22,3.81,5,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,2,control,no,yes,3.33,2.03,6,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,2,control,no,yes,1.4,6.52,7,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,4,control,no,yes,4.22,5.52,16,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,3,mreu,no,yes,2.01,13.32,1,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,3,mreu,no,yes,2.66,5.14,2,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,6,mreu,yes,yes,3.24,2.51,3,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,6,mreu,no,yes,4.88,1.19,4,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,5,mreu,no,yes,3.51,15.34,8,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,5,mreu,no,yes,2.22,4.28,9,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,5,mreu,no,yes,6.01,4.72,10,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,5,mreu,no,yes,0.58,0.94,11,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,5,mreu,no,yes,3.67,2.12,12,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,5,mreu,no,yes,5.09,6.93,13,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,5,mreu,no,yes,1.73,5.07,14,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,5,mreu,no,yes,1.86,4.06,15,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,3,mreu,no,yes,1.15,1.8,17,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,3,mreu,no,yes,4.22,6.67,18,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,3,mreu,no,yes,3.86,10.7,19,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,3,mreu,no,yes,1.47,1.07,20,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,6,mreu,no,yes,1.54,4.95,21,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,6,mreu,no,yes,1.37,18.5,22,,,
Aug-03_corydalis_3_flavifrons,CORYFLAV020,Aug-03,corydalis,3,flavifrons,yes,6,mreu,no,yes,2.43,0.93,23,,,
Aug-03_corydalis_4_flavifrons,CORYFLAV021,Aug-03,corydalis,4,flavifrons,no,na,na,na,na,na,na,na,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,yes,yes,3.15,9.29,1,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,2.57,3.25,2,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,4.87,7.72,3,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,1.14,3.35,4,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,2.15,3.96,5,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,5.97,2.741,6,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,2.46,1.15,7,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,11.23,0.93,8,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,1.29,9.55,9,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,5.01,2.36,10,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,3.65,1.24,11,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,yes,yes,18.37,4.35,12,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,6.37,12.62,13,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,2.14,9,14,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,3.89,0.75,15,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,3.35,0.87,16,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,4.22,7.03,17,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,3.7,2.99,18,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,1.38,1.09,19,,,
Aug-03_corydalis_5_bifarius,CORYBIF014,Aug-03,corydalis,5,bifarius,yes,2,control,no,yes,4.21,0.98,20,,,
Aug-03_corydalis_6_bifarius,CORYBIF015,Aug-03,corydalis,6,bifarius,no,na,na,na,na,na,na,na,,,
Aug-03_corydalis_7_flavifrons,CORYFLAV022,Aug-03,corydalis,7,flavifrons,no,na,na,na,na,na,na,na,,,
Aug-03_corydalis_8_mixtus,CORYMIXT005,Aug-03,corydalis,8,mixtus,no,na,na,na,na,na,na,na,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,2,control,no,yes,1.34,1.1,1,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,1.33,3.54,2,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,2.04,7.01,3,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,4.2,2.56,4,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,1.68,7.13,5,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,5.05,5.04,6,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,3.93,8.71,7,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,2.88,6.44,8,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,1.85,1.41,9,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,1.28,5.96,10,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,4.67,1.51,11,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,1.03,6.12,12,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,2.47,2.44,13,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,6,mreu,no,yes,5.72,5.98,14,,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,2,control,yes,no,no,no,na,11.48secsonplant,,
Aug-03_corydalis_9_mixtus,CORYMIXT006,Aug-03,corydalis,9,mixtus,yes,1,control,no,no,no,no,na,10sonplantnotfindinghole,,
Aug-03_corydalis_10_bifarius,CORYBIF016,Aug-03,corydalis,10,bifarius,no,na,na,na,na,na,na,na,,,
Aug-03_corydalis_11_bifarius,CORYBIF017,Aug-03,corydalis,11,bifarius,yes,2,control,yes,yes,14.72,17.72,1,,,
Aug-03_corydalis_11_bifarius,CORYBIF017,Aug-03,corydalis,11,bifarius,yes,2,control,no,yes,9.77,7.25,2,,,
Aug-03_corydalis_11_bifarius,CORYBIF017,Aug-03,corydalis,11,bifarius,yes,2,control,yes,yes,10.67,5.17,3,,,
Aug-03_corydalis_11_bifarius,CORYBIF017,Aug-03,corydalis,11,bifarius,yes,2,control,no,yes,0.79,3.62,4,,,
Aug-03_corydalis_11_bifarius,CORYBIF017,Aug-03,corydalis,11,bifarius,yes,2,control,no,yes,5.36,9.01,5,,,
Aug-03_corydalis_11_bifarius,CORYBIF017,Aug-03,corydalis,11,bifarius,yes,2,control,no,yes,2.13,6.12,6,,,
